Commodity Name,City Name,Package,Date,Low Price,High Price,Origin,Color,ItemSizeR,VarietyR
PUMPKINS,DALLAS,24 inch bins,10/29/2016,120,120,TEXAS,,5,12
PUMPKINS,DALLAS,24 inch bins,11/5/2016,120,120,TEXAS,,5,12
PUMPKINS,DALLAS,36 inch bins,9/24/2016,170,170,TEXAS,,5,12
PUMPKINS,DALLAS,36 inch bins,10/1/2016,160,170,TEXAS,,5,12
PUMPKINS,DALLAS,36 inch bins,10/8/2016,160,160,TEXAS,,5,12
PUMPKINS,DALLAS,36 inch bins,10/15/2016,160,160,TEXAS,,5,12
PUMPKINS,DALLAS,36 inch bins,10/22/2016,160,160,TEXAS,,5,12
PUMPKINS,DALLAS,36 inch bins,10/29/2016,140,140,TEXAS,,5,12
PUMPKINS,DALLAS,36 inch bins,11/5/2016,140,140,TEXAS,,5,12
PUMPKINS,DALLAS,24 inch bins,9/24/2016,160,160,TEXAS,,5,2
PUMPKINS,DALLAS,24 inch bins,10/1/2016,150,160,TEXAS,,5,2
PUMPKINS,DALLAS,24 inch bins,10/8/2016,150,150,TEXAS,,5,2
PUMPKINS,DALLAS,24 inch bins,10/15/2016,150,150,TEXAS,,5,2
PUMPKINS,DALLAS,24 inch bins,10/22/2016,150,150,TEXAS,,5,2
PUMPKINS,DALLAS,24 inch bins,10/29/2016,120,120,TEXAS,,5,2
PUMPKINS,DALLAS,24 inch bins,11/5/2016,120,120,TEXAS,,5,2
PUMPKINS,DALLAS,36 inch bins,9/24/2016,170,170,TEXAS,,5,2
PUMPKINS,DALLAS,36 inch bins,10/1/2016,160,170,TEXAS,,5,2
PUMPKINS,DALLAS,36 inch bins,10/8/2016,160,160,TEXAS,,5,2
PUMPKINS,DALLAS,36 inch bins,10/15/2016,160,160,TEXAS,,5,2
PUMPKINS,DALLAS,36 inch bins,10/22/2016,160,160,TEXAS,,5,2
PUMPKINS,DALLAS,36 inch bins,10/29/2016,140,140,TEXAS,,5,2
PUMPKINS,DALLAS,36 inch bins,11/5/2016,140,140,TEXAS,,5,2
PUMPKINS,DALLAS,24 inch bins,9/24/2016,160,160,TEXAS,,5,3
PUMPKINS,DALLAS,24 inch bins,10/1/2016,150,250,TEXAS,,5,3
PUMPKINS,DALLAS,24 inch bins,10/1/2016,150,150,TEXAS,,1,3
PUMPKINS,DALLAS,24 inch bins,10/8/2016,250,250,TEXAS,,5,3
PUMPKINS,DALLAS,24 inch bins,10/8/2016,150,150,TEXAS,,1,3
PUMPKINS,DALLAS,24 inch bins,10/15/2016,250,250,TEXAS,,5,3
PUMPKINS,DALLAS,24 inch bins,10/15/2016,150,150,TEXAS,,1,3
PUMPKINS,DALLAS,24 inch bins,10/22/2016,250,250,TEXAS,,5,3
PUMPKINS,DALLAS,24 inch bins,10/22/2016,150,150,TEXAS,,1,3
PUMPKINS,DALLAS,24 inch bins,10/29/2016,200,200,TEXAS,,5,3
PUMPKINS,DALLAS,24 inch bins,11/5/2016,200,200,TEXAS,,5,3
PUMPKINS,DALLAS,24 inch bins,11/12/2016,175,175,TEXAS,,5,3
PUMPKINS,DALLAS,24 inch bins,9/30/2017,225,225,TEXAS,,3,3
PUMPKINS,DALLAS,36 inch bins,9/24/2016,160,160,TEXAS,,5,3
PUMPKINS,DALLAS,36 inch bins,10/1/2016,160,160,TEXAS,,5,3
PUMPKINS,DALLAS,36 inch bins,10/8/2016,160,160,TEXAS,,5,3
PUMPKINS,DALLAS,36 inch bins,10/15/2016,160,160,TEXAS,,5,3
PUMPKINS,DALLAS,36 inch bins,10/22/2016,160,160,TEXAS,,5,3
PUMPKINS,DALLAS,36 inch bins,10/29/2016,140,140,TEXAS,,5,3
PUMPKINS,DALLAS,36 inch bins,11/5/2016,140,140,TEXAS,,5,3
PUMPKINS,DALLAS,20 lb cartons,10/1/2016,20,20,MISSOURI,,3,4
PUMPKINS,DALLAS,20 lb cartons,10/8/2016,20,21,MISSOURI,,3,4
PUMPKINS,DALLAS,20 lb cartons,10/15/2016,20,21,MISSOURI,,3,4
PUMPKINS,DALLAS,20 lb cartons,10/22/2016,20,21,MISSOURI,,3,4
PUMPKINS,DALLAS,20 lb cartons,10/29/2016,20,21,MISSOURI,,3,4
PUMPKINS,DALLAS,20 lb cartons,11/5/2016,20,21,MISSOURI,,3,4
PUMPKINS,DALLAS,24 inch bins,10/8/2016,100,100,NEW MEXICO,,2,4
PUMPKINS,DALLAS,24 inch bins,10/15/2016,100,100,NEW MEXICO,,2,4
PUMPKINS,DALLAS,24 inch bins,10/22/2016,100,100,NEW MEXICO,,2,4
PUMPKINS,DALLAS,24 inch bins,9/16/2017,225,225,TEXAS,,,4
PUMPKINS,DALLAS,24 inch bins,9/23/2017,225,225,TEXAS,,,4
PUMPKINS,DALLAS,24 inch bins,9/30/2017,225,225,TEXAS,,,4
PUMPKINS,DALLAS,36 inch bins,9/24/2016,300,300,TEXAS,,2,4
PUMPKINS,DALLAS,36 inch bins,10/1/2016,300,300,TEXAS,,2,4
PUMPKINS,DALLAS,36 inch bins,10/8/2016,300,300,TEXAS,,2,4
PUMPKINS,DALLAS,36 inch bins,10/15/2016,300,300,TEXAS,,2,4
PUMPKINS,DALLAS,36 inch bins,10/22/2016,300,300,TEXAS,,2,4
PUMPKINS,DALLAS,36 inch bins,10/29/2016,250,250,TEXAS,,2,4
PUMPKINS,DALLAS,36 inch bins,11/5/2016,250,250,TEXAS,,2,4
PUMPKINS,DALLAS,36 inch bins,9/16/2017,250,250,TEXAS,,,4
PUMPKINS,DALLAS,36 inch bins,9/23/2017,250,250,TEXAS,,,4
PUMPKINS,DALLAS,36 inch bins,9/30/2017,250,250,TEXAS,,,4
PUMPKINS,DALLAS,50 lb cartons,9/24/2016,30,32,MICHIGAN,,2,4
PUMPKINS,DALLAS,50 lb cartons,10/1/2016,30,30,MICHIGAN,,2,4
PUMPKINS,DALLAS,50 lb cartons,10/8/2016,30,31,MICHIGAN,,2,4
PUMPKINS,DALLAS,50 lb cartons,10/15/2016,30,31,MICHIGAN,,2,4
PUMPKINS,DALLAS,50 lb cartons,10/22/2016,30,31,MICHIGAN,,2,4
PUMPKINS,DALLAS,50 lb cartons,10/29/2016,24,24,MICHIGAN,,2,4
PUMPKINS,DALLAS,50 lb cartons,11/5/2016,24,24,MICHIGAN,,2,4
PUMPKINS,DALLAS,50 lb sacks,9/23/2017,35,35,TEXAS,WHITE,,4
PUMPKINS,DALLAS,50 lb sacks,9/30/2017,35,35,TEXAS,WHITE,,4
PUMPKINS,DALLAS,each,9/16/2017,60,60,TEXAS,,7,
PUMPKINS,DALLAS,each,9/23/2017,60,60,TEXAS,,7,
PUMPKINS,DALLAS,each,9/30/2017,60,60,TEXAS,,7,
PUMPKINS,DALLAS,24 inch bins,10/1/2016,150,150,TEXAS,,2,7
PUMPKINS,DALLAS,24 inch bins,10/8/2016,150,150,TEXAS,,2,7
PUMPKINS,DALLAS,24 inch bins,10/15/2016,150,150,TEXAS,,2,7
PUMPKINS,DALLAS,24 inch bins,10/22/2016,150,150,TEXAS,,2,7
PUMPKINS,DALLAS,24 inch bins,10/29/2016,120,120,TEXAS,,2,7
PUMPKINS,DALLAS,24 inch bins,11/5/2016,120,120,TEXAS,,2,7
PUMPKINS,ATLANTA,24 inch bins,9/24/2016,140,154.75,MICHIGAN,,5,1
PUMPKINS,ATLANTA,24 inch bins,9/24/2016,145,154.75,MICHIGAN,,4,1
PUMPKINS,ATLANTA,24 inch bins,9/24/2016,150,154.75,MICHIGAN,,6,1
PUMPKINS,ATLANTA,24 inch bins,9/24/2016,150,150,MICHIGAN,,1,1
PUMPKINS,ATLANTA,24 inch bins,10/1/2016,140,154.75,MICHIGAN,,5,1
PUMPKINS,ATLANTA,24 inch bins,10/1/2016,145,154.75,MICHIGAN,,4,1
PUMPKINS,ATLANTA,24 inch bins,10/1/2016,150,154.75,MICHIGAN,,6,1
PUMPKINS,ATLANTA,24 inch bins,10/1/2016,150,150,MICHIGAN,,1,1
PUMPKINS,ATLANTA,24 inch bins,10/8/2016,140,154.75,MICHIGAN,,5,1
PUMPKINS,ATLANTA,24 inch bins,10/8/2016,145,154.75,MICHIGAN,,4,1
PUMPKINS,ATLANTA,24 inch bins,10/8/2016,150,154.75,MICHIGAN,,6,1
PUMPKINS,ATLANTA,24 inch bins,10/8/2016,150,150,MICHIGAN,,1,1
PUMPKINS,ATLANTA,24 inch bins,10/15/2016,140,145,ALABAMA,,2,1
PUMPKINS,ATLANTA,24 inch bins,10/15/2016,140,154.75,MICHIGAN,,5,1
PUMPKINS,ATLANTA,24 inch bins,10/15/2016,145,154.75,MICHIGAN,,4,1
PUMPKINS,ATLANTA,24 inch bins,10/15/2016,150,154.75,MICHIGAN,,6,1
PUMPKINS,ATLANTA,24 inch bins,10/15/2016,150,150,MICHIGAN,,1,1
PUMPKINS,ATLANTA,24 inch bins,10/22/2016,140,145,ALABAMA,,2,1
PUMPKINS,ATLANTA,24 inch bins,10/22/2016,140,154.75,MICHIGAN,,5,1
PUMPKINS,ATLANTA,24 inch bins,10/22/2016,145,154.75,MICHIGAN,,4,1
PUMPKINS,ATLANTA,24 inch bins,10/22/2016,150,154.75,MICHIGAN,,6,1
PUMPKINS,ATLANTA,24 inch bins,10/22/2016,150,150,MICHIGAN,,1,1
PUMPKINS,ATLANTA,24 inch bins,10/29/2016,140,145,ALABAMA,,2,1
PUMPKINS,ATLANTA,24 inch bins,10/29/2016,140,154.75,MICHIGAN,,5,1
PUMPKINS,ATLANTA,24 inch bins,10/29/2016,145,154.75,MICHIGAN,,4,1
PUMPKINS,ATLANTA,24 inch bins,10/29/2016,150,154.75,MICHIGAN,,6,1
PUMPKINS,ATLANTA,24 inch bins,10/29/2016,150,150,MICHIGAN,,1,1
PUMPKINS,ATLANTA,24 inch bins,11/5/2016,140,145,ALABAMA,,2,1
PUMPKINS,ATLANTA,24 inch bins,11/5/2016,140,154.75,MICHIGAN,,5,1
PUMPKINS,ATLANTA,24 inch bins,11/5/2016,145,154.75,MICHIGAN,,4,1
PUMPKINS,ATLANTA,24 inch bins,11/5/2016,150,154.75,MICHIGAN,,6,1
PUMPKINS,ATLANTA,24 inch bins,11/5/2016,150,150,MICHIGAN,,1,1
PUMPKINS,ATLANTA,36 inch bins,9/30/2017,150,150,CANADA,,2,1
PUMPKINS,ATLANTA,36 inch bins,9/30/2017,140,145,MICHIGAN,,3,1
PUMPKINS,ATLANTA,36 inch bins,9/30/2017,140,140,TENNESSEE,,3,1
PUMPKINS,ATLANTA,1 1/9 bushel cartons,11/5/2016,14.5,15,MICHIGAN,,1,4
PUMPKINS,ATLANTA,1 1/9 bushel cartons,11/12/2016,14.5,15,MICHIGAN,,1,4
PUMPKINS,ATLANTA,1 1/9 bushel cartons,11/19/2016,14.5,15,MICHIGAN,,1,4
PUMPKINS,ATLANTA,1 1/9 bushel cartons,11/26/2016,14.5,15,MICHIGAN,,1,4
PUMPKINS,ATLANTA,24 inch bins,9/24/2016,135,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,10/1/2016,135,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,10/8/2016,135,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,10/15/2016,135,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,10/22/2016,135,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,10/29/2016,135,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,11/5/2016,123.5,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,11/12/2016,123.5,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,11/19/2016,123.5,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,24 inch bins,11/26/2016,123.5,135,NORTH CAROLINA,,1,4
PUMPKINS,ATLANTA,36 inch bins,9/24/2016,210,286,MICHIGAN,,1,4
PUMPKINS,ATLANTA,36 inch bins,10/1/2016,210,286,MICHIGAN,,1,4
PUMPKINS,ATLANTA,36 inch bins,10/8/2016,210,286,MICHIGAN,,1,4
PUMPKINS,ATLANTA,36 inch bins,10/15/2016,210,286,MICHIGAN,,1,4
PUMPKINS,ATLANTA,36 inch bins,10/22/2016,210,286,MICHIGAN,,1,4
PUMPKINS,ATLANTA,36 inch bins,10/29/2016,210,286,MICHIGAN,,1,4
PUMPKINS,ATLANTA,36 inch bins,11/5/2016,210,286,MICHIGAN,,1,4
PUMPKINS,ATLANTA,1 1/9 bushel cartons,9/30/2017,16.5,18,TENNESSEE,,,11
PUMPKINS,COLUMBIA,24 inch bins,10/15/2016,120,120,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,24 inch bins,10/22/2016,120,120,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,24 inch bins,10/29/2016,120,120,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,150,150,MICHIGAN,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,160,160,NORTH CAROLINA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,140,150,NORTH CAROLINA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,140,140,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,200,200,PENNSYLVANIA,ORANGE,7,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,175,175,PENNSYLVANIA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,150,150,PENNSYLVANIA,ORANGE,4,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,150,150,PENNSYLVANIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,140,140,VIRGINIA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/24/2016,140,140,VIRGINIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,150,150,MICHIGAN,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,160,160,NORTH CAROLINA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,140,150,NORTH CAROLINA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,140,140,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,200,200,PENNSYLVANIA,ORANGE,7,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,165,165,PENNSYLVANIA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,150,150,PENNSYLVANIA,ORANGE,4,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,150,150,PENNSYLVANIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,125,125,PENNSYLVANIA,ORANGE,1,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,140,140,VIRGINIA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/1/2016,140,140,VIRGINIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,150,150,MICHIGAN,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,160,160,NORTH CAROLINA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,140,150,NORTH CAROLINA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,140,140,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,200,200,PENNSYLVANIA,ORANGE,7,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,165,165,PENNSYLVANIA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,150,150,PENNSYLVANIA,ORANGE,4,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,150,150,PENNSYLVANIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,125,125,PENNSYLVANIA,ORANGE,1,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,140,140,VIRGINIA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/8/2016,140,140,VIRGINIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,150,150,MICHIGAN,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,160,160,NORTH CAROLINA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,140,150,NORTH CAROLINA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,140,140,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,200,200,PENNSYLVANIA,ORANGE,7,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,165,190,PENNSYLVANIA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,150,150,PENNSYLVANIA,ORANGE,4,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,150,150,PENNSYLVANIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,125,125,PENNSYLVANIA,ORANGE,1,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,140,140,VIRGINIA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/15/2016,140,140,VIRGINIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,150,150,MICHIGAN,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,160,160,NORTH CAROLINA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,140,150,NORTH CAROLINA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,140,140,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,200,200,PENNSYLVANIA,ORANGE,7,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,190,190,PENNSYLVANIA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,150,150,PENNSYLVANIA,ORANGE,4,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,150,150,PENNSYLVANIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,125,125,PENNSYLVANIA,ORANGE,1,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,140,140,VIRGINIA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/22/2016,140,140,VIRGINIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,150,150,MICHIGAN,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,160,160,NORTH CAROLINA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,140,150,NORTH CAROLINA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,140,140,NORTH CAROLINA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,200,200,PENNSYLVANIA,ORANGE,7,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,190,190,PENNSYLVANIA,ORANGE,5,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,150,150,PENNSYLVANIA,ORANGE,4,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,150,150,PENNSYLVANIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,125,125,PENNSYLVANIA,ORANGE,1,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,140,140,VIRGINIA,ORANGE,3,1
PUMPKINS,COLUMBIA,36 inch bins,10/29/2016,140,140,VIRGINIA,ORANGE,2,1
PUMPKINS,COLUMBIA,36 inch bins,9/16/2017,150,150,PENNSYLVANIA,,5,1
PUMPKINS,COLUMBIA,36 inch bins,9/16/2017,150,150,PENNSYLVANIA,,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/16/2017,150,150,PENNSYLVANIA,,2,1
PUMPKINS,COLUMBIA,36 inch bins,9/16/2017,160,160,VIRGINIA,,5,1
PUMPKINS,COLUMBIA,36 inch bins,9/16/2017,150,160,VIRGINIA,,4,1
PUMPKINS,COLUMBIA,36 inch bins,9/16/2017,150,150,VIRGINIA,,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/16/2017,130,130,VIRGINIA,,1,1
PUMPKINS,COLUMBIA,36 inch bins,9/23/2017,150,150,MARYLAND,,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/23/2017,150,150,PENNSYLVANIA,,5,1
PUMPKINS,COLUMBIA,36 inch bins,9/23/2017,150,150,PENNSYLVANIA,,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/23/2017,150,150,PENNSYLVANIA,,2,1
PUMPKINS,COLUMBIA,36 inch bins,9/23/2017,160,160,VIRGINIA,,5,1
PUMPKINS,COLUMBIA,36 inch bins,9/23/2017,150,150,VIRGINIA,,4,1
PUMPKINS,COLUMBIA,36 inch bins,9/23/2017,150,150,VIRGINIA,,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/23/2017,130,130,VIRGINIA,,1,1
PUMPKINS,COLUMBIA,36 inch bins,9/30/2017,150,150,MARYLAND,,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/30/2017,150,150,PENNSYLVANIA,,5,1
PUMPKINS,COLUMBIA,36 inch bins,9/30/2017,150,150,PENNSYLVANIA,,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/30/2017,150,150,PENNSYLVANIA,,2,1
PUMPKINS,COLUMBIA,36 inch bins,9/30/2017,160,160,VIRGINIA,,5,1
PUMPKINS,COLUMBIA,36 inch bins,9/30/2017,150,150,VIRGINIA,,4,1
PUMPKINS,COLUMBIA,36 inch bins,9/30/2017,150,150,VIRGINIA,,3,1
PUMPKINS,COLUMBIA,36 inch bins,9/30/2017,130,130,VIRGINIA,,1,1
PUMPKINS,COLUMBIA,24 inch bins,9/2/2017,200,200,PENNSYLVANIA,,1,12
PUMPKINS,COLUMBIA,24 inch bins,9/9/2017,200,200,PENNSYLVANIA,,1,12
PUMPKINS,COLUMBIA,24 inch bins,9/16/2017,200,200,PENNSYLVANIA,,1,12
PUMPKINS,COLUMBIA,24 inch bins,9/16/2017,200,200,VIRGINIA,,1,12
PUMPKINS,COLUMBIA,24 inch bins,9/23/2017,200,200,PENNSYLVANIA,,1,12
PUMPKINS,COLUMBIA,24 inch bins,9/23/2017,200,200,VIRGINIA,,1,12
PUMPKINS,COLUMBIA,24 inch bins,9/30/2017,200,200,PENNSYLVANIA,,1,12
PUMPKINS,COLUMBIA,24 inch bins,9/30/2017,200,200,VIRGINIA,,1,12
PUMPKINS,COLUMBIA,24 inch bins,9/24/2016,170,170,NORTH CAROLINA,,2,2
